,book_id,chap_id,term_str,n,tfidf
23397,6262,3,silence,2,0.002222829581240197
23398,6262,3,silent,2,0.0035205798734042355
23399,6262,3,silently,1,0.004668478011419836
23400,6262,3,silk,2,0.009797619810303373
23401,6262,3,silky,1,0.011246390856779755
23402,6262,3,similar,1,0.003452028446791525
23403,6262,3,simple,1,0.0024255561374080044
23404,6262,3,simply,1,0.0011114147906200985
23405,6262,3,simultaneously,1,0.005741803700816452
23406,6262,3,since,3,0.0026720742780013303
23407,6262,3,single,3,0.0088388315278236
23408,6262,3,sir,1,0.0037464590379717925
23409,6262,3,sit,3,0.004851498184411271
23410,6262,3,sitting,2,0.0023391923692304287
23411,6262,3,size,3,0.011239377113915377
23412,6262,3,skirt,3,0.014005434034259507
23413,6262,3,slackened,1,0.011246390856779755
23414,6262,3,slap,4,0.03335281112824815
23415,6262,3,slapped,3,0.020957917002151952
23416,6262,3,slapping,1,0.009411528471458654
23417,6262,3,sleep,5,0.008085830307352118
23418,6262,3,sleeping,2,0.0058925543518823995
23419,6262,3,sliding,1,0.00698597233405065
23420,6262,3,slightest,4,0.008624489589417186
23421,6262,3,slightly,3,0.0040566913440341626
23422,6262,3,slipped,3,0.011720823946486054
23423,6262,3,slow,1,0.003187092833332489
23424,6262,3,slowly,4,0.003995012963110533
23425,6262,3,slunk,1,0.009411528471458654
23426,6262,3,smack,2,0.02249278171355951
23427,6262,3,smacked,1,0.008338202782062038
23428,6262,3,small,2,0.0010876807441476141
23429,6262,3,smile,2,0.0032343321229408475
23430,6262,3,smiled,1,0.003452028446791525
23431,6262,3,smiling,3,0.010356085340374575
23432,6262,3,smoke,2,0.008913186417628899
23433,6262,3,smoky,1,0.011246390856779755
23434,6262,3,smooth,1,0.004668478011419836
23435,6262,3,snapped,1,0.005741803700816452
23436,6262,3,snarled,1,0.011246390856779755
23437,6262,3,so,65,0.007536878388380923
23438,6262,3,social,1,0.006503340396740937
23439,6262,3,sofa,6,0.030906659692377294
23440,6262,3,soft,1,0.004456593208814449
23441,6262,3,soldier,1,0.007576666086137553
23442,6262,3,soldierly,1,0.011246390856779755
23443,6262,3,soldiers,1,0.007576666086137553
23444,6262,3,sole,1,0.005151109948729549
23445,6262,3,some,24,0.00874329597278885
23446,6262,3,somehow,2,0.0058925543518823995
23447,6262,3,someone,2,0.00167654192650815
23448,6262,3,something,9,0.005745522441803232
23449,6262,3,sometime,1,0.009411528471458654
23450,6262,3,somewhere,7,0.015092856781480075
23451,6262,3,song,2,0.011483607401632904
23452,6262,3,soon,5,0.0027192018603690356
23453,6262,3,sooner,4,0.0138081137871661
23454,6262,3,sorrow,1,0.007576666086137553
23455,6262,3,sorry,5,0.014731385879705999
23456,6262,3,sought,2,0.013006680793481874
23457,6262,3,sound,3,0.004851498184411271
23458,6262,3,sounded,1,0.004077784259332933
23459,6262,3,soup,3,0.01951002119022281
23460,6262,3,space,1,0.002621730823493348
23461,6262,3,spared,1,0.00543001470734432
23462,6262,3,sparing,1,0.00698597233405065
23463,6262,3,spattered,1,0.008338202782062038
23464,6262,3,speak,1,0.0010544847069125303
23465,6262,3,speech,1,0.004456593208814449
23466,6262,3,speed,2,0.00852083704545821
23467,6262,3,speeded,1,0.011246390856779755
23468,6262,3,spend,3,0.006997992780646207
23469,6262,3,spending,2,0.01086002941468864
23470,6262,3,spent,1,0.0028336156260987348
23471,6262,3,spite,3,0.008176661433964633
23472,6262,3,spoke,4,0.008624489589417186
23473,6262,3,spoken,1,0.002621730823493348
23474,6262,3,spooned,1,0.011246390856779755
23475,6262,3,sport,1,0.011246390856779755
23476,6262,3,sprang,1,0.006095280908050206
23477,6262,3,sprawling,1,0.009411528471458654
23478,6262,3,spread,1,0.0027255538113215446
23479,6262,3,squeezing,1,0.007576666086137553
23480,6262,3,stage,2,0.009797619810303373
23481,6262,3,stains,1,0.009411528471458654
23482,6262,3,stairs,6,0.01700169375659241
23483,6262,3,stamping,1,0.00543001470734432
23484,6262,3,stand,2,0.0021089694138250606
23485,6262,3,standing,7,0.0069912726854434335
23486,6262,3,stared,3,0.013369779626443347
23487,6262,3,staring,2,0.007492918075943585
23488,6262,3,start,1,0.0020720789301742503
23489,6262,3,started,2,0.004312244794708593
23490,6262,3,startled,1,0.004456593208814449
23491,6262,3,state,1,0.0020720789301742503
23492,6262,3,statement,1,0.006503340396740937
23493,6262,3,station,3,0.020957917002151952
23494,6262,3,stay,11,0.01038588055252723
23495,6262,3,stayed,1,0.0023326642602154025
23496,6262,3,staying,1,0.0027255538113215446
23497,6262,3,steeply,1,0.007576666086137553
23498,6262,3,stem,1,0.011246390856779755
23499,6262,3,step,3,0.008500846878296204
23500,6262,3,steps,9,0.013935646206870577
23501,6262,3,stick,1,0.0029462771759411997
23502,6262,3,stiff,1,0.004077784259332933
23503,6262,3,still,19,0.004507114352209841
23504,6262,3,stood,5,0.005557073953100493
23505,6262,3,stool,1,0.006503340396740937
23506,6262,3,stop,3,0.004444155534262041
23507,6262,3,stopped,7,0.010838835938677115
23508,6262,3,stopping,1,0.004260418522729105
23509,6262,3,straight,2,0.002704460896022775
23510,6262,3,straightaway,3,0.020957917002151952
23511,6262,3,strain,3,0.01629004412203296
23512,6262,3,strange,3,0.007565479897879805
23513,6262,3,stranger,1,0.0029462771759411997
23514,6262,3,strangers,1,0.003187092833332489
23515,6262,3,strength,1,0.0021561223973542965
23516,6262,3,stretch,1,0.004456593208814449
23517,6262,3,stretched,2,0.005243461646986696
23518,6262,3,stretches,1,0.009411528471458654
23519,6262,3,strict,1,0.005741803700816452
23520,6262,3,stride,1,0.00698597233405065
23521,6262,3,strike,1,0.005151109948729549
23522,6262,3,striking,1,0.0035951523220232183
23523,6262,3,strips,2,0.02249278171355951
23524,6262,3,strode,1,0.007576666086137553
23525,6262,3,strokes,1,0.007576666086137553
23526,6262,3,stroking,1,0.006503340396740937
23527,6262,3,struggling,1,0.006503340396740937
23528,6262,3,stubbornly,1,0.00698597233405065
23529,6262,3,stubbornness,1,0.008338202782062038
23530,6262,3,studied,1,0.00543001470734432
23531,6262,3,studies,2,0.0139719446681013
23532,6262,3,study,1,0.004668478011419836
23533,6262,3,stunned,1,0.008338202782062038
23534,6262,3,style,2,0.0139719446681013
23535,6262,3,suburban,3,0.028234585414375964
23536,6262,3,suburbs,1,0.008338202782062038
23537,6262,3,success,1,0.0028336156260987348
23538,6262,3,succession,1,0.00698597233405065
23539,6262,3,such,24,0.01305216892977137
23540,6262,3,suddenly,5,0.005272423534562651
23541,6262,3,sufficient,2,0.009336956022839672
23542,6262,3,sufficiently,1,0.005151109948729549
23543,6262,3,suggesting,2,0.0139719446681013
23544,6262,3,suggestion,2,0.010302219897459098
23545,6262,3,suggests,1,0.009411528471458654
23546,6262,3,suit,4,0.012255790079322343
23547,6262,3,suitable,1,0.0029462771759411997
23548,6262,3,suitcase,8,0.0558877786724052
23549,6262,3,suits,1,0.00698597233405065
23550,6262,3,superior,2,0.006632495126816897
23551,6262,3,supper,1,0.006503340396740937
23552,6262,3,support,1,0.0037464590379717925
23553,6262,3,supportive,1,0.011246390856779755
23554,6262,3,suppose,1,0.0029462771759411997
23555,6262,3,supposed,1,0.002621730823493348
23556,6262,3,sure,3,0.002832512877961972
23557,6262,3,surely,5,0.015935464166662444
23558,6262,3,surpassed,1,0.009411528471458654
23559,6262,3,surprise,6,0.011009174311926606
23560,6262,3,surprised,4,0.00933065704086161
23561,6262,3,surprisingly,1,0.005741803700816452
23562,6262,3,survive,1,0.009411528471458654
23563,6262,3,suspicious,2,0.012190561816100412
23564,6262,3,swallow,1,0.00698597233405065
23565,6262,3,swallowed,1,0.008338202782062038
23566,6262,3,swaying,3,0.01629004412203296
23567,6262,3,sweet,2,0.009336956022839672
23568,6262,3,swishing,1,0.009411528471458654
23569,6262,3,swollen,1,0.009411528471458654
