term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
a,-0.08264745,-0.07542767,-0.056422144,0.15639089,0.08696596,-0.039673228,0.22674717,-0.044136256,0.030046357,0.13689663,0.1419378,0.008111503,0.038825165,-0.18263906,0.054326832,0.05028171,0.08174396,0.027974023,-0.18442793,0.24526194,0.14693472,-0.028933037,-0.05580711,-0.17408127,-0.23822097,-0.073803306,-0.17738353,0.15198286,-0.09173452,-0.21339254,0.20195946,-0.0019195931,-0.1916715,-0.09275163,-0.0043665324,0.263252,0.21625227,0.013661254,0.255483,-0.2109171,-0.2171907,0.4131926,-0.14323954,-0.14089234,0.18313189,0.019667258,0.03708576,0.20874424,0.07984897,0.26895264,0.09621557,0.06817211,0.09694364,0.0709023,-0.052170917,0.02279465,0.13814309,-0.15170936,0.004634873,0.353682,-0.058285262,0.085801736,-0.09241164,0.05403688,0.07562413,-0.04151355,0.044810873,0.09249099,-0.066322125,-0.15015699,0.2026469,0.034003586,-0.04030457,-0.061759017,-0.02162204,-0.032648787,0.17194708,-0.084904544,0.05394722,0.27410254,0.06513627,-0.067672744,0.039523788,0.17042552,-0.05440809,0.12003605,0.1878699,-0.163097,0.017888902,0.071243234,0.06750498,-0.06719872,-0.05326072,-0.13950871,0.001709458,-0.017868413,-0.19768085,-0.043901075,-0.094802074,-0.015762828,-0.14545162,0.020772671,0.061553326,0.15153512,0.053992838,0.061502356,0.080452584,-0.004166354,-0.0011650204,-0.08447383,0.109102815,-0.071182996,0.017882776,0.039397474,-0.037397686,-0.042834833,0.103074394,0.058481727,-0.046715453,0.12674573,-0.059974972,-0.09909861,0.121274896,-0.14681482,0.07413837,0.028736813,-0.009194804,-0.05115096,0.2044941,-0.08613045,0.055202752,-0.07819448,0.08686258,-0.08600699,-0.034479406,0.06373576,-0.017674064,0.0832319,0.16355069,0.005654004,-0.034268245,-0.02336411,0.07128433,0.026537398,-0.42196086,-0.05259862,-0.20504308,-0.063505396,0.12979779,0.15004207,0.005915439,-0.06066187,0.03729146,0.12970641,-0.22404166,0.08273902,0.16933914,0.1836587,-0.13695614,-0.013631065,0.29800576,0.088265665,-0.07003106,-0.25452822,0.13997671,0.059653502,0.11613984,0.0035579577,0.1080751,-0.10905665,-0.021243796,-0.035792507,0.18815354,0.0645559,-0.0690118,0.027401274,-0.106085114,0.13550355,0.037084796,-0.12917472,-0.06663092,0.022234512,0.06280906,0.03526006,0.36064327,-0.04535687,-0.31290838,-0.11242898,-0.2110887,-0.09960721,0.19499418,-0.055467177,0.18302137,-0.049329158,0.20007697,-0.103742495,-0.09666733,-0.21862699,-0.0036995737,0.13426068,-0.13810387,-0.014464175,0.0770784,-0.16637695,-0.024074968,0.1136285,-0.18413495,-0.048546173,-0.12462888,-0.06134239,-0.033038463,0.11890066,0.21329188,0.19047603,0.13521469,-0.048030324,0.122347265,0.21689549,-0.2819556,0.092939965,-0.12112999,0.0039999196,0.2439765,-0.17817801,0.08987118,-0.0539552,0.022041148,-0.015202013,-0.02930881,-0.05749692,-0.043571424,-0.14963919,0.008984319,-0.09133237,-0.31066063,0.33077687,-0.27110255,0.055371124,0.09306574,0.057489123,-0.045843024,0.13950384,0.030582793,0.103068076,-0.11434127,-0.08201157,0.16614826,0.013901829,-0.080470555,-0.23275085,-0.04611279,0.0048600053,-0.05725344,-0.05151161,-0.15672326,0.09934521
able,0.0031390311,-0.12607232,0.01287355,0.087216936,0.049718242,0.067140974,0.11255231,-0.0844408,-0.1140821,0.12631962,-0.062475365,-0.026785303,0.12215061,-0.20403276,0.13203438,0.14639491,0.11481206,0.09915368,-0.087958045,0.15546475,0.0986776,0.112770446,-0.11154995,-0.13453086,-0.14527525,0.041464888,0.00054454355,0.051693544,-0.021667618,-0.15984479,0.06996002,-0.024335269,-0.100347966,0.007258195,-0.03455467,0.18262418,0.15092134,0.019431014,0.044922594,-0.059708893,-0.032109454,0.07910121,0.053384613,-0.055726845,0.028016932,0.13818136,0.12803315,-0.02529145,0.12195533,0.04039774,0.03478055,0.007521866,0.09756857,0.04303386,-0.18253729,-0.009385556,0.09458581,-0.0915399,0.03949798,-0.048368704,-0.022481758,0.11418257,0.07538967,0.22044183,0.09218087,-0.13969532,-0.062001295,0.10667378,-0.14212258,-0.13141544,0.14694646,0.07363725,-0.22230849,-0.07989163,0.024256846,-0.12829536,0.05720461,-0.049481012,0.15610114,0.2920804,0.04186573,-0.1374927,0.08717479,0.23654486,-0.04182069,0.22209233,0.10030609,-0.13623247,0.014866532,-0.013195395,-0.101971805,-0.098011024,0.09795098,-0.14487308,0.119305015,0.2153796,-0.15289903,-0.08285019,0.009072534,-0.0062873494,-0.15979059,0.04393628,0.17356974,0.005146397,0.07647549,0.117732145,0.024220575,0.16587456,0.08066535,-0.036125526,0.11553388,-0.013683851,0.12388498,0.064119875,-0.069263496,-0.014736083,0.10838651,0.15539064,0.12307422,-0.069379464,-0.12531751,-0.024194201,0.10618861,-0.11825959,-0.0053040306,-0.045003857,0.16763744,0.02802601,0.100335345,-0.1410571,0.037358396,-0.055372294,-0.07867723,-0.15055043,0.06261236,0.028579466,0.08898584,0.028499836,0.17725495,-0.07523367,-0.013401873,0.017190367,0.1176379,0.01829519,-0.29129267,-0.25109854,-0.14735983,-0.10504648,0.13149117,0.1698947,-0.11200935,-0.037088666,-0.122749455,0.15464287,-0.2519589,0.08099176,-0.0041078036,0.013281763,-0.14869347,-0.097748354,0.21170314,0.02799752,0.057933882,0.017332798,0.0002345692,-0.0046166107,0.106396295,0.19831286,-0.023792656,-0.012462291,-0.07295601,-0.012455625,0.016969169,0.017782932,-0.11644739,0.023048911,0.0017699989,-0.070309974,0.05479166,-0.030321771,0.039356217,-0.051835924,0.044511486,0.08749826,0.20846227,0.15236412,-0.288263,-0.05861628,-0.1076047,0.009607063,0.1744105,-0.07121734,0.18842961,-0.17891286,-0.009081505,-0.23175375,0.028230496,-0.16266537,-0.07299502,0.00783643,-0.16200194,-0.11610285,0.1746583,-0.25331697,-0.0030346543,0.0867889,-0.07425973,0.04923958,-0.16015196,-0.023160206,-0.019480666,0.21427067,0.12438031,0.22445787,-0.10397126,-0.1149275,-0.0030785121,0.114746645,-0.10745606,0.058386423,-0.045938667,0.09840122,0.25245988,-0.026696747,-0.0632676,-0.058700874,-0.12484277,0.03413361,-0.013443703,-0.05795705,-0.15963896,-0.06728967,-0.05200538,-0.024634812,-0.23941766,0.21346286,-0.021336548,0.05108638,0.0978918,-0.012667705,0.060282495,0.004540646,-0.2702161,-0.0013971213,-0.020228878,-0.053112935,0.015788428,-0.06046558,-0.18505184,-0.30421826,-0.29765275,0.07038754,-0.28704602,-0.034011975,-0.1738743,0.051842008
about,-0.012286364,-0.16773695,-0.032080308,0.14905678,0.10416023,0.011273225,0.16678704,-0.09636817,-0.08922937,0.11863961,0.0404065,-0.03361617,0.13026568,-0.20481057,0.112834975,0.12187264,0.13756771,0.075673714,-0.11870006,0.18644452,0.120614655,0.05022949,-0.09232715,-0.15301317,-0.18643995,0.019244624,-0.023009267,0.09108144,-0.052435722,-0.18129075,0.13277379,-0.029522475,-0.14271191,0.019127063,-0.049189914,0.21108457,0.21527916,0.029911915,0.12749408,-0.1133246,-0.039598122,0.19442344,-0.007705818,-0.10843255,0.05833566,0.084258765,0.12149046,0.034752183,0.102291174,0.099600896,0.039314017,-0.0041256417,0.095190324,0.079703294,-0.14805955,-0.020711951,0.10720219,-0.14603168,0.036397144,0.083659545,-0.011901141,0.10743909,0.01449706,0.16792797,0.12870298,-0.094756596,-0.020142358,0.11830177,-0.08838235,-0.16326278,0.1870769,0.008229008,-0.19174774,-0.08229555,-0.00847279,-0.10570984,0.06291968,-0.0840335,0.105686605,0.30653763,0.029561175,-0.11041426,0.08895751,0.19389722,-0.055646982,0.21376954,0.12670232,-0.20425615,0.014521109,0.00881418,-0.02717444,-0.10564299,0.054950055,-0.11750556,0.1155792,0.11126158,-0.17803906,-0.07781393,-0.04492314,0.01944724,-0.20750457,0.045541573,0.122744046,0.036235094,0.09771586,0.09011097,0.06407977,0.0818421,0.082490884,-0.06292127,0.1307716,-0.039995432,0.09574634,0.09087854,-0.07039277,-0.004040881,0.09167893,0.108728714,0.08703609,-0.008573072,-0.13923293,-0.06397264,0.1105397,-0.10520658,0.032498766,-0.024875298,0.1444737,0.03132002,0.15337008,-0.14481175,0.07749455,-0.027597947,-0.030790072,-0.1702236,0.027364347,0.05216046,0.04148084,0.032338265,0.19463453,-0.10005813,-0.034206543,-0.07435689,0.17818418,0.013592759,-0.3633959,-0.20914117,-0.17150694,-0.064666696,0.13559125,0.1448524,-0.10809548,-0.03709543,-0.08104361,0.12462813,-0.20921865,0.03911918,0.037357345,0.06707955,-0.15837426,-0.01936438,0.21764319,0.0003149061,0.018536083,-0.029866405,0.018276142,0.03039963,0.05015961,0.17199802,0.057076503,-0.03505367,-0.045339093,0.035239633,0.02989912,0.050622568,-0.09399989,0.017469123,-0.047869425,-0.017179562,0.073795505,-0.023041295,0.0073258774,-0.005485609,0.015941905,0.054376256,0.22888401,0.08553912,-0.30386874,-0.05491471,-0.13084705,-0.028410567,0.23552269,-0.05994055,0.1552054,-0.10284931,0.09965064,-0.17451595,-0.023249837,-0.14195316,-0.06891803,0.0033180276,-0.15664057,-0.054475542,0.14036329,-0.19477144,-0.028148225,0.05057728,-0.066178605,0.01734576,-0.12038804,-0.078455225,-0.020430362,0.19082837,0.14244579,0.22063085,-0.037837103,-0.078252085,0.050242554,0.09819181,-0.14428705,0.08448745,-0.032612607,0.07370101,0.19015159,-0.07584521,-0.027205098,-0.042854853,-0.06798421,0.016585253,-0.04162063,-0.067748696,-0.12506908,-0.048172813,-0.004632906,-0.024412049,-0.20190081,0.16368267,-0.033323273,0.0056036958,0.079584785,-0.0070051644,0.028438536,0.046180207,-0.15724911,0.0010180414,-0.026288742,-0.08884565,0.08243272,0.0073687774,-0.12509741,-0.20268634,-0.21696799,0.043822974,-0.18881549,-0.048938066,-0.11822897,0.05590467
above,-0.031015161,-0.14517452,-0.030704072,0.13402596,0.101379,-0.009118132,0.1745806,-0.070152976,-0.06365913,0.1140303,0.0759718,-0.021672914,0.08957133,-0.18010636,0.08559535,0.095343724,0.12139429,0.057322323,-0.12505515,0.18475609,0.11936754,0.034792487,-0.05859694,-0.14247231,-0.17965962,2.825413e-05,-0.07289172,0.1051576,-0.05104883,-0.16801289,0.14406033,-0.03232914,-0.13491812,-0.00070375955,-0.038688697,0.21036679,0.22247632,0.024576288,0.15377891,-0.13201536,-0.069481,0.23214903,-0.04135352,-0.10611168,0.06508931,0.059968572,0.101170376,0.068526775,0.09296208,0.12979786,0.03834491,-0.0030279509,0.09565217,0.072564796,-0.111039035,0.0011354137,0.1074055,-0.16344836,0.023880444,0.15446585,-0.019909356,0.100960575,-0.014307466,0.13120578,0.12522484,-0.07705316,-0.0019748905,0.10069872,-0.082517676,-0.14199284,0.1956774,0.008656536,-0.14935637,-0.075291395,-0.020403,-0.083546974,0.080557875,-0.08928041,0.08537523,0.3008846,0.026359104,-0.08976541,0.063858435,0.17535172,-0.06038687,0.19448118,0.14040838,-0.1870627,0.01773977,0.033488274,-0.017814578,-0.09978415,0.03789825,-0.11468783,0.09106177,0.08218217,-0.17084871,-0.066708885,-0.058146767,0.016202878,-0.18296249,0.0570421,0.10793689,0.05897338,0.09307945,0.07720235,0.061030712,0.07113212,0.064148776,-0.07192182,0.1394249,-0.056885745,0.07601216,0.0727807,-0.06410895,-0.01767307,0.08993801,0.115009435,0.058363445,0.0052299732,-0.12003393,-0.07154154,0.09368137,-0.11012445,0.033827655,-0.008944507,0.11394299,0.012485788,0.17198819,-0.13454458,0.09094054,-0.031875644,-0.013061641,-0.15420456,0.017468872,0.04628281,0.024702607,0.047861774,0.17806526,-0.07378023,-0.033868037,-0.08974349,0.14346105,0.018498765,-0.34689495,-0.15974577,-0.17129692,-0.06253502,0.11785659,0.13326502,-0.06627583,-0.045292534,-0.036393188,0.12052344,-0.19702478,0.044201456,0.0708106,0.09970486,-0.13819063,-0.013097917,0.21399614,0.016968766,0.0050076344,-0.08918256,0.038721815,0.026796095,0.06172794,0.13133122,0.058853436,-0.08081618,-0.034807548,0.024151357,0.061599955,0.038749076,-0.07475037,0.0100799985,-0.05454907,0.017009053,0.06419155,-0.04292975,-0.011477797,0.0008111174,0.023900231,0.04021535,0.2376182,0.050555244,-0.2958312,-0.07054642,-0.13273047,-0.049265556,0.23550302,-0.057048436,0.118830554,-0.06970465,0.12515283,-0.12151471,-0.038720116,-0.13681115,-0.046311017,0.04001237,-0.119116835,-0.035465077,0.102397576,-0.16497298,-0.027445965,0.05084593,-0.07005426,-0.015903542,-0.10322102,-0.06316623,-0.013490217,0.16932996,0.14326866,0.19864696,0.009538998,-0.06427853,0.07698853,0.11661382,-0.15668352,0.09724003,-0.036298096,0.053342555,0.17738102,-0.10180319,0.0115759885,-0.037933636,-0.03187913,0.0013305048,-0.018410426,-0.051779974,-0.08776228,-0.060276873,-0.003235419,-0.030366411,-0.19418634,0.17314574,-0.059533693,0.013869051,0.063243,-3.9442002e-05,-0.012284063,0.062134672,-0.104292944,0.025994977,-0.027249314,-0.07598253,0.09393997,0.0066614817,-0.092384115,-0.16415152,-0.14659384,0.021770576,-0.12653455,-0.042235915,-0.104149505,0.06138519
account,-0.015549661,-0.09132556,-0.01612269,0.09054652,0.06273794,-0.001731923,0.11212246,-0.04426689,-0.043688137,0.07617014,0.038531173,-0.016846394,0.062302765,-0.117791295,0.059315875,0.0603127,0.07735551,0.03372842,-0.081632726,0.115917146,0.07769383,0.026901182,-0.043756038,-0.09596003,-0.11737554,-0.0017848307,-0.03946746,0.063974425,-0.032230023,-0.10730749,0.09245994,-0.01705745,-0.0801165,-0.0012203151,-0.026324013,0.13353984,0.13870704,0.012470462,0.08967293,-0.07908106,-0.045536026,0.14260982,-0.024729887,-0.06589675,0.048932835,0.039735727,0.063499115,0.039545923,0.06595753,0.085342005,0.030396216,0.006693253,0.0581125,0.044986162,-0.076294735,0.0014274893,0.067560904,-0.09533727,0.021933861,0.08974584,-0.020623215,0.06615235,-0.0056369714,0.0865416,0.07300865,-0.05205231,-0.003474218,0.066114485,-0.05588728,-0.09240583,0.12092338,0.009289684,-0.0988371,-0.0459409,-0.009257671,-0.050241426,0.053427223,-0.056493595,0.059723437,0.19126643,0.020361388,-0.0631156,0.04698774,0.12213597,-0.038966052,0.12786116,0.088556565,-0.11620685,0.01113731,0.024993012,-0.017773265,-0.056044508,0.030724399,-0.071732774,0.054877438,0.060943116,-0.1079076,-0.041356456,-0.029651277,0.006625058,-0.11470359,0.031555075,0.075063825,0.032918453,0.051958025,0.052988395,0.036442257,0.050306555,0.037294153,-0.042759817,0.083216935,-0.033283647,0.052744955,0.044569336,-0.043327928,-0.011672473,0.062806904,0.07880325,0.038864702,-0.00071460987,-0.07435327,-0.045701098,0.06443725,-0.075179555,0.025748326,-0.008284847,0.0704202,0.014035171,0.105183564,-0.09196026,0.053774893,-0.029139686,-0.009285616,-0.09591488,0.009121448,0.026620029,0.018162755,0.02838868,0.11805293,-0.04360672,-0.015183981,-0.03993322,0.08795706,0.012445116,-0.22071144,-0.10731121,-0.11139935,-0.044726375,0.082826145,0.08845842,-0.049546227,-0.030246599,-0.03289136,0.082710735,-0.14146848,0.037237942,0.042936668,0.059063476,-0.09374334,-0.019104613,0.13819037,0.015526551,0.006064831,-0.059157245,0.02518758,0.014842048,0.046458334,0.08889836,0.03213886,-0.048794214,-0.02377471,0.004069156,0.044681832,0.019063178,-0.053593703,0.010088993,-0.02752967,0.011687964,0.039650444,-0.037760425,-0.008036829,-0.0057727043,0.021670494,0.03248197,0.15210982,0.036765493,-0.19502683,-0.041148722,-0.09058895,-0.022926047,0.13648525,-0.035705887,0.08312983,-0.053719435,0.07211746,-0.08876075,-0.021596173,-0.09731018,-0.03146663,0.023120534,-0.08592466,-0.028914558,0.07514149,-0.11702614,-0.015453931,0.042607743,-0.0497435,-0.0077884723,-0.077197544,-0.036423456,-0.010134271,0.113292515,0.094347,0.13421267,-0.00073606026,-0.04488598,0.044274874,0.08321907,-0.10144898,0.052788977,-0.024827814,0.037236962,0.12378409,-0.05744353,0.0065818774,-0.029942073,-0.033086702,0.005174187,-0.012973693,-0.03774805,-0.06523005,-0.041317604,0.0011690697,-0.019632043,-0.14345668,0.12433921,-0.0483272,0.010036064,0.048192225,0.0021278453,-0.0034336783,0.03532293,-0.07915352,0.015955443,-0.023739066,-0.04854234,0.057660136,0.0012335138,-0.07027163,-0.12065832,-0.10921553,0.018258385,-0.09754701,-0.022713354,-0.07879698,0.03727269
across,-0.031395458,-0.1192652,-0.028600117,0.12128493,0.10598061,-0.02545885,0.1679685,-0.06381871,-0.051897667,0.11268635,0.08515813,-0.0149943335,0.06820666,-0.16348484,0.064263456,0.07704069,0.117995515,0.045255955,-0.114947855,0.17412469,0.107820824,0.02218249,-0.03732827,-0.13474944,-0.17791413,-0.0100325355,-0.084070034,0.098150544,-0.060228635,-0.15434785,0.13963373,-0.031977423,-0.12981959,0.0019577476,-0.036260493,0.19198091,0.20771244,0.013333681,0.1472097,-0.12253184,-0.06215711,0.23672266,-0.054945014,-0.09219822,0.0548414,0.051171415,0.082184024,0.081975095,0.07918886,0.12237167,0.038186766,-0.0044172467,0.08133064,0.06695843,-0.08304584,0.0076874304,0.08956652,-0.15105215,0.026067816,0.15935561,-0.016643614,0.09905979,-0.029056072,0.10118663,0.12442874,-0.07482686,0.0043488387,0.07870423,-0.057719264,-0.13471289,0.1855181,-0.0033501154,-0.11044889,-0.063632734,-0.028951382,-0.06710492,0.08674813,-0.08898784,0.058002565,0.27499494,0.02447705,-0.07427945,0.04819833,0.14565583,-0.062848054,0.18434744,0.13303702,-0.17267962,0.01656523,0.04032075,-0.011666501,-0.088146865,0.0337244,-0.09781552,0.08196854,0.056501824,-0.15706412,-0.05813757,-0.05458097,0.019244943,-0.1661808,0.051672958,0.083658375,0.05985944,0.07956139,0.06627205,0.061261617,0.05612863,0.05583435,-0.07520641,0.13036506,-0.050536323,0.065179735,0.06404538,-0.05881419,-0.011116821,0.08249325,0.10266509,0.050784625,0.0066354126,-0.11329252,-0.07089776,0.074233785,-0.105173506,0.03383314,-0.0028916243,0.09497583,0.013354838,0.15959956,-0.12994419,0.09645333,-0.031742558,-0.004204487,-0.137248,0.008589204,0.04134387,0.0220207,0.0440043,0.15907954,-0.061670452,-0.023173138,-0.100336336,0.12784314,0.01588637,-0.31629097,-0.12558974,-0.15634112,-0.0445833,0.100814424,0.102232605,-0.055495862,-0.042203307,-0.013785647,0.10039666,-0.17845586,0.045287,0.06570232,0.09820411,-0.11991796,-0.008009468,0.19908689,0.017753255,0.006646823,-0.10380095,0.050884552,0.03043375,0.04867356,0.11416672,0.051690016,-0.09824919,-0.024818368,0.018724438,0.067258455,0.022374758,-0.0527679,-0.002212217,-0.047085837,0.031953357,0.06842903,-0.053408433,-0.022561373,0.007337173,0.023363782,0.03714778,0.21857639,0.02234449,-0.26931456,-0.06582067,-0.1193211,-0.052242223,0.2198875,-0.056129206,0.08917672,-0.051461432,0.12448155,-0.09617547,-0.039779637,-0.1190786,-0.037106704,0.045745566,-0.09765252,-0.014783125,0.08483607,-0.14345363,-0.024435768,0.036665436,-0.044914607,-0.02275971,-0.093960814,-0.061652,-0.022151455,0.14910915,0.13516852,0.17699595,0.018790191,-0.052858777,0.079609856,0.10879058,-0.14489384,0.094418675,-0.02615219,0.03543635,0.15586664,-0.10117493,0.019853422,-0.034252446,-0.022494957,-0.00061067956,-0.014381544,-0.046334743,-0.06530724,-0.062167045,0.0029367204,-0.024102755,-0.18223353,0.15664642,-0.06214123,0.0056168237,0.055295095,-0.0048782974,-0.025863156,0.062492702,-0.0846053,0.023862705,-0.024791213,-0.072920114,0.08746451,0.015261109,-0.072745524,-0.12522815,-0.1204214,0.01361959,-0.097784534,-0.03348532,-0.09128691,0.06221125
actually,-0.017236788,-0.15266696,-0.019451236,0.13151164,0.08137252,0.02288449,0.16852161,-0.091896124,-0.08533917,0.12609534,0.0150941,-0.03081493,0.117706366,-0.20193204,0.118182294,0.12638552,0.12433509,0.07693627,-0.11145038,0.18513274,0.11973571,0.076141626,-0.09653618,-0.15108967,-0.17918679,0.023494484,-0.030834911,0.09576168,-0.038949132,-0.18372789,0.11622656,-0.025051167,-0.13246876,-0.0022636482,-0.032742597,0.1954844,0.19350025,0.025016006,0.10251187,-0.10804598,-0.057115763,0.17739905,0.0062726066,-0.083834425,0.06660645,0.09011107,0.1048549,0.0332942,0.11596024,0.10033485,0.04433007,0.018245373,0.09319322,0.06045465,-0.15170464,0.0013068361,0.10001229,-0.13423239,0.032246534,0.07450078,-0.03848516,0.11549042,0.032743175,0.1763633,0.11166258,-0.10443591,-0.03306241,0.104794584,-0.10750702,-0.15235102,0.17608576,0.032150254,-0.1941598,-0.07375335,-0.002984937,-0.0944787,0.07286293,-0.080938525,0.12307058,0.30217052,0.037839975,-0.11353356,0.089481436,0.21012369,-0.061695777,0.21018095,0.13774168,-0.17836383,0.020640256,0.004849809,-0.049447365,-0.091374755,0.06537906,-0.12908328,0.10747448,0.14136624,-0.178405,-0.06761235,-0.036499232,0.008058592,-0.18884188,0.04091317,0.14258017,0.047299773,0.08252436,0.10405901,0.054046214,0.10726553,0.06575812,-0.044060327,0.1376799,-0.040444866,0.10729542,0.08046513,-0.07359436,-0.013863661,0.117680654,0.12350603,0.08621414,-0.0239043,-0.13130297,-0.05790771,0.11973036,-0.12606224,0.024199907,-0.029005155,0.146895,0.024270365,0.15462738,-0.1467169,0.057461172,-0.04214708,-0.052610163,-0.15862435,0.03956329,0.039754577,0.051267553,0.04707409,0.19166845,-0.07592043,-0.021436902,-0.027378865,0.14433055,0.018717563,-0.35655257,-0.21413672,-0.16916978,-0.10220891,0.14650895,0.14866363,-0.09869376,-0.042601846,-0.09638258,0.13785973,-0.2360119,0.064883634,0.041491184,0.06371896,-0.14844476,-0.050759967,0.22857375,0.021089403,0.033988625,-0.04491279,0.027158454,0.028617939,0.074807495,0.16181432,0.034133498,-0.038911264,-0.05358086,0.0063136425,0.053220563,0.038424514,-0.10030884,0.02905326,-0.02986532,-0.009797387,0.058148444,-0.037228297,0.014603734,-0.0150142675,0.03827588,0.06929356,0.23928462,0.09925399,-0.3041015,-0.061818548,-0.14019935,-0.019641561,0.20866342,-0.065831475,0.16810246,-0.13033684,0.06571077,-0.18454696,-0.008887221,-0.15600464,-0.054515403,0.020073418,-0.15290539,-0.07973406,0.1411357,-0.21014307,-0.015581028,0.07216673,-0.0873499,0.020836288,-0.13391319,-0.049633432,-0.017925011,0.20448141,0.14789575,0.230292,-0.047359917,-0.09522526,0.03804433,0.11600092,-0.14707348,0.074823834,-0.046961952,0.08195197,0.22453843,-0.061377008,-0.0149811525,-0.051060338,-0.085336536,0.014897191,-0.025247876,-0.061699513,-0.13937785,-0.064456515,-0.013009354,-0.025983239,-0.22572757,0.20569986,-0.052268103,0.02908578,0.07621551,0.0026860107,0.03037336,0.041612625,-0.18189213,0.012267163,-0.045655888,-0.07872506,0.06681669,-0.0086428225,-0.14217108,-0.24366698,-0.22273056,0.03579215,-0.20392236,-0.039645087,-0.14363277,0.05591963
added,-0.010908928,-0.07988651,-0.013074102,0.07495887,0.052757207,0.0026186593,0.100254096,-0.043423116,-0.045335814,0.06895261,0.024431892,-0.015185127,0.057289243,-0.114443265,0.05260351,0.060875125,0.066516496,0.033340115,-0.06660646,0.099642426,0.06803166,0.02511624,-0.043394092,-0.08143354,-0.105085865,0.002141626,-0.032790925,0.051554997,-0.025485482,-0.09714576,0.07500451,-0.015250733,-0.078157626,-0.002381848,-0.025826585,0.11443242,0.11657934,0.013901202,0.07426994,-0.06519867,-0.038949545,0.11839777,-0.011150054,-0.054003082,0.0371104,0.041488286,0.056564935,0.031218633,0.059716996,0.063868746,0.022828227,0.0013255759,0.05878906,0.039042726,-0.07566274,0.004725007,0.06159519,-0.08715146,0.014222214,0.061646592,-0.016209245,0.064524345,0.0003421715,0.083002426,0.07002514,-0.05240704,-0.008793486,0.057146143,-0.056123126,-0.086353205,0.109979525,0.008173487,-0.096601486,-0.039856233,-0.0049906946,-0.05152513,0.04316341,-0.050058663,0.058388427,0.17319132,0.022312943,-0.060421087,0.043281246,0.1070345,-0.0337977,0.1137254,0.08072039,-0.10633042,0.0042189565,0.01535781,-0.017530937,-0.056030285,0.03259143,-0.06444644,0.059041023,0.061181214,-0.09861391,-0.03493738,-0.021107242,0.004671633,-0.105169624,0.027879143,0.07311356,0.02747839,0.05209745,0.052248772,0.03370785,0.05248236,0.03401402,-0.035360284,0.081011735,-0.02764684,0.055336643,0.04524079,-0.038534295,-0.005724638,0.05734422,0.06853729,0.037409022,-0.0059057637,-0.07524833,-0.03961472,0.059137534,-0.07147767,0.012464283,-0.008032834,0.07187309,0.016898839,0.09032218,-0.08281389,0.04606121,-0.025133789,-0.014439007,-0.08715258,0.015073773,0.02999425,0.022915073,0.027010966,0.11083422,-0.039186068,-0.016696945,-0.030881764,0.08276791,0.010946093,-0.1999373,-0.103725135,-0.09295,-0.040393803,0.07384575,0.07904187,-0.045328006,-0.023924144,-0.033834662,0.07336713,-0.12912978,0.037134547,0.028151216,0.04430144,-0.086292826,-0.016063401,0.12504661,0.014589829,0.0110833105,-0.04302569,0.01827453,0.016162151,0.038029175,0.08828429,0.022526937,-0.03755471,-0.024837727,0.0041879807,0.028146662,0.021209812,-0.047977615,0.005530063,-0.026323175,2.6974967e-05,0.040082034,-0.023123492,-0.002475801,-0.0045975368,0.0137787545,0.029741548,0.13407117,0.04046454,-0.16874442,-0.034356378,-0.072769284,-0.021202784,0.13012291,-0.033840522,0.08282635,-0.057265867,0.054509275,-0.08483799,-0.00993717,-0.08892487,-0.031687442,0.016244112,-0.07942492,-0.0330727,0.06591671,-0.108347274,-0.008439998,0.03662224,-0.04346461,-0.0033128294,-0.069758534,-0.02837375,-0.011323473,0.104068995,0.08339184,0.12300166,-0.014052073,-0.041448917,0.03530617,0.07152217,-0.08636869,0.04480057,-0.026488638,0.035641335,0.113071546,-0.045375112,-0.0026632599,-0.026982367,-0.032413993,0.0031176724,-0.010826269,-0.035541408,-0.060739376,-0.03808357,-0.002132466,-0.019622006,-0.12495666,0.110583514,-0.03790214,0.010375647,0.039924912,-0.0004993096,-0.0019535753,0.026498597,-0.08789803,0.009001487,-0.01669487,-0.049056288,0.047845807,-0.00702058,-0.07254551,-0.11597421,-0.10783472,0.013303164,-0.1015771,-0.024527693,-0.0768236,0.036176324
